Data Type:                         High Resolution Sounding
Project ID:                        BAMEX
Release Site Type/Site ID:         Mobile, BX2 BAMEX, GLASS 2.40
Release Location (lon,lat,alt):    095 51.24'W, 40 13.98'N, -95.854, 40.233, 323.0
UTC Release Time (y,m,d,h,m,s):    2003, 06, 10, 04:03:03
Sonde Type/ID/Sensor ID/Tx Freq:   NCAR GLASS RS80-15GH VAISALA
System Operator/Comments:          Cody,10,mi S of Auburn. good flight term at 148 mb
Radiosonde Serial Number:          313103706
Input File:                        D200306100403QC.cls
/
/
Nominal Release Time (y,m,d,h,m,s):2003, 06, 10, 04:03:03
 Time  Press  Temp  Dewpt  RH    Ucmp   Vcmp   spd   dir   Wcmp     Lon     Lat   Ele   Azim   Alt    Qp   Qt   Qrh  Qu   Qv   QdZ
  sec    mb     C     C     %     m/s    m/s   m/s   deg   m/s      deg     deg   deg   deg     m    code code code code code code
------ ------ ----- ----- ----- ------ ------ ----- ----- ----- -------- ------- ----- ----- ------- ---- ---- ---- ---- ---- ----
 527.5  781.0  14.6  11.7  83.0   15.9    9.8  18.7 238.5   2.9  -95.776  40.320 999.0 999.0  2149.6 99.0 99.0 99.0 99.0 99.0 99.0
 528.5  780.7  14.5  11.7  82.9 9999.0 9999.0 999.0 999.0   3.0 9999.000 999.000 999.0 999.0  2152.6 99.0 99.0 99.0  9.0  9.0 99.0
 529.5  780.5  14.5  11.7  82.8 9999.0 9999.0 999.0 999.0   2.9 9999.000 999.000 999.0 999.0  2155.5 99.0 99.0 99.0  9.0  9.0 99.0
 530.5  780.2  14.5  11.6  82.7 9999.0 9999.0 999.0 999.0   2.9 9999.000 999.000 999.0 999.0  2158.4 99.0 99.0 99.0  9.0  9.0 99.0
 531.5  779.9  14.5  11.6  82.6   15.8    9.7  18.5 238.5   2.9  -95.776  40.320 999.0 999.0  2161.3 99.0 99.0 99.0 99.0 99.0 99.0
 532.5  779.7  14.4  11.5  82.4   15.8    9.7  18.5 238.5   2.9  -95.776  40.320 999.0 999.0  2164.2 99.0 99.0 99.0 99.0 99.0 99.0
 533.5  779.4  14.4  11.5  82.2   15.7    9.6  18.4 238.5   2.9  -95.775  40.320 999.0 999.0  2167.1 99.0 99.0 99.0 99.0 99.0 99.0
 534.5  779.1  14.4  11.4  82.0   15.7    9.6  18.4 238.5   3.0  -95.775  40.321 999.0 999.0  2170.1 99.0 99.0 99.0 99.0 99.0 99.0
 535.5  778.8  14.4  11.4  81.8   15.6    9.6  18.3 238.5   3.1  -95.775  40.321 999.0 999.0  2173.2 99.0 99.0 99.0 99.0 99.0 99.0
 536.5  778.6  14.4  11.3  81.6   15.6    9.5  18.3 238.6   3.1  -95.775  40.321 999.0 999.0  2176.3 99.0 99.0 99.0 99.0 99.0 99.0
 537.5  778.3  14.3  11.2  81.3   15.6    9.5  18.3 238.6   3.2  -95.775  40.321 999.0 999.0  2179.5 99.0 99.0 99.0 99.0 99.0 99.0
 538.5  778.0  14.3  11.2  81.1   15.5    9.5  18.2 238.6   3.2  -95.774  40.321 999.0 999.0  2182.7 99.0 99.0 99.0 99.0 99.0 99.0
 539.5  777.7  14.3  11.1  80.8   15.5    9.5  18.2 238.6   3.3  -95.774  40.321 999.0 999.0  2186.0 99.0 99.0 99.0 99.0 99.0 99.0
 540.5  777.3  14.3  11.0  80.5   15.6    9.5  18.2 238.7   3.4  -95.774  40.321 999.0 999.0  2189.4 99.0 99.0 99.0 99.0 99.0 99.0
 541.5  777.0  14.3  11.0  80.3   15.5    9.4  18.1 238.7   3.4  -95.774  40.321 999.0 999.0  2192.8 99.0 99.0 99.0 99.0 99.0 99.0
 542.5  776.7  14.3  10.9  80.0   15.5    9.4  18.1 238.7   3.3  -95.774  40.321 999.0 999.0  2196.1 99.0 99.0 99.0 99.0 99.0 99.0
 543.5  776.4  14.2  10.8  79.8   15.4    9.4  18.0 238.7   3.3  -95.773  40.321 999.0 999.0  2199.4 99.0 99.0 99.0 99.0 99.0 99.0
 544.5  776.1  14.2  10.8  79.6   15.4    9.4  18.0 238.7   3.1  -95.773  40.321 999.0 999.0  2202.5 99.0 99.0 99.0 99.0 99.0 99.0
 545.5  775.9  14.2  10.8  79.5   15.3    9.3  17.9 238.8   3.1  -95.773  40.322 999.0 999.0  2205.6 99.0 99.0 99.0 99.0 99.0 99.0
 546.5  775.6  14.2  10.7  79.3   15.2    9.2  17.8 238.8   3.0  -95.773  40.322 999.0 999.0  2208.6 99.0 99.0 99.0 99.0 99.0 99.0
 547.5  775.3  14.2  10.7  79.2   15.2    9.2  17.8 238.8   2.9  -95.773  40.322 999.0 999.0  2211.5 99.0 99.0 99.0 99.0 99.0 99.0
 548.5  775.1  14.2  10.6  79.1   15.1    9.2  17.7 238.8   2.8  -95.773  40.322 999.0 999.0  2214.3 99.0 99.0 99.0 99.0 99.0 99.0
 549.5  774.8  14.2  10.6  79.0   15.1    9.1  17.6 238.8   2.8  -95.772  40.322 999.0 999.0  2217.1 99.0 99.0 99.0 99.0 99.0 99.0
 550.5  774.6  14.1  10.6  78.9 9999.0 9999.0 999.0 999.0   2.7 9999.000 999.000 999.0 999.0  2219.8 99.0 99.0 99.0  9.0  9.0 99.0
 551.5  774.3  14.1  10.5  78.8 9999.0 9999.0 999.0 999.0   2.8 9999.000 999.000 999.0 999.0  2222.6 99.0 99.0 99.0  9.0  9.0 99.0
 552.5  774.1  14.1  10.5  78.7 9999.0 9999.0 999.0 999.0   2.8 9999.000 999.000 999.0 999.0  2225.4 99.0 99.0 99.0  9.0  9.0 99.0
 553.5  773.8  14.1  10.5  78.7 9999.0 9999.0 999.0 999.0   2.8 9999.000 999.000 999.0 999.0  2228.2 99.0 99.0 99.0  9.0  9.0 99.0
 554.5  773.5  14.1  10.4  78.6   14.7    8.9  17.2 238.9   2.8  -95.772  40.322 999.0 999.0  2231.0 99.0 99.0 99.0 99.0 99.0 99.0
 555.5  773.3  14.1  10.4  78.5 9999.0 9999.0 999.0 999.0   2.8 9999.000 999.000 999.0 999.0  2233.8 99.0 99.0 99.0  9.0  9.0 99.0
 556.5  773.0  14.0  10.4  78.4 9999.0 9999.0 999.0 999.0   2.7 9999.000 999.000 999.0 999.0  2236.5 99.0 99.0 99.0  9.0  9.0 99.0
 557.5  772.8  14.0  10.4  78.4 9999.0 9999.0 999.0 999.0   2.8 9999.000 999.000 999.0 999.0  2239.3 99.0 99.0 99.0  9.0  9.0 99.0
 558.5  772.5  14.0  10.3  78.3 9999.0 9999.0 999.0 999.0   2.7 9999.000 999.000 999.0 999.0  2242.0 99.0 99.0 99.0  9.0  9.0 99.0
 559.5  772.3  14.0  10.3  78.2 9999.0 9999.0 999.0 999.0   2.8 9999.000 999.000 999.0 999.0  2244.8 99.0 99.0 99.0  9.0  9.0 99.0
 560.6  772.0  14.0  10.3  78.1 9999.0 9999.0 999.0 999.0   2.8 9999.000 999.000 999.0 999.0  2247.9 99.0 99.0 99.0  9.0  9.0 99.0
 561.6  771.7  13.9  10.2  78.0 9999.0 9999.0 999.0 999.0   2.9 9999.000 999.000 999.0 999.0  2250.8 99.0 99.0 99.0  9.0  9.0 99.0
 562.6  771.5  13.9  10.2  77.9 9999.0 9999.0 999.0 999.0   3.0 9999.000 999.000 999.0 999.0  2253.8 99.0 99.0 99.0  9.0  9.0 99.0
 563.6  771.2  13.9  10.1  77.8 9999.0 9999.0 999.0 999.0   3.0 9999.000 999.000 999.0 999.0  2256.8 99.0 99.0 99.0  9.0  9.0 99.0
 564.6  770.9  13.9  10.1  77.6 9999.0 9999.0 999.0 999.0   3.1 9999.000 999.000 999.0 999.0  2259.9 99.0 99.0 99.0  9.0  9.0 99.0
 565.6  770.6  13.9  10.0  77.4   13.9    8.6  16.3 238.2   3.2  -95.770  40.323 999.0 999.0  2263.1 99.0 99.0 99.0 99.0 99.0 99.0
 566.6  770.3  13.9  10.0  77.2   13.8    8.6  16.3 238.1   3.3  -95.770  40.323 999.0 999.0  2266.4 99.0 99.0 99.0 99.0 99.0 99.0
 567.6  770.0  13.9   9.9  77.0   13.7    8.6  16.2 237.9   3.2  -95.769  40.323 999.0 999.0  2269.6 99.0 99.0 99.0 99.0 99.0 99.0
 568.6  769.7  13.8   9.9  76.7   13.7    8.6  16.2 237.8   3.3  -95.769  40.323 999.0 999.0  2272.9 99.0 99.0 99.0 99.0 99.0 99.0
 569.6  769.4  13.8   9.8  76.4   13.6    8.6  16.1 237.6   3.3  -95.769  40.323 999.0 999.0  2276.2 99.0 99.0 99.0 99.0 99.0 99.0
 570.6  769.1  13.8   9.7  76.1   13.6    8.7  16.1 237.4   3.3  -95.769  40.324 999.0 999.0  2279.5 99.0 99.0 99.0 99.0 99.0 99.0
 571.6  768.8  13.8   9.7  75.9   13.5    8.7  16.1 237.3   3.3  -95.769  40.324 999.0 999.0  2282.8 99.0 99.0 99.0 99.0 99.0 99.0
 572.6  768.5  13.8   9.6  75.6   13.5    8.7  16.1 237.1   3.4  -95.769  40.324 999.0 999.0  2286.2 99.0 99.0 99.0 99.0 99.0 99.0
 573.6  768.2  13.8   9.5  75.3   13.5    8.8  16.1 237.0   3.3  -95.768  40.324 999.0 999.0  2289.5 99.0 99.0 99.0 99.0 99.0 99.0
 574.6  767.9  13.7   9.4  75.0   13.5    8.8  16.1 236.9   3.3  -95.768  40.324 999.0 999.0  2292.8 99.0 99.0 99.0 99.0 99.0 99.0
 575.6  767.6  13.7   9.4  74.7 9999.0 9999.0 999.0 999.0   3.4 9999.000 999.000 999.0 999.0  2296.2 99.0 99.0 99.0  9.0  9.0 99.0
 576.6  767.3  13.7   9.3  74.4   13.4    8.9  16.1 236.6   3.4  -95.768  40.324 999.0 999.0  2299.6 99.0 99.0 99.0 99.0 99.0 99.0
 577.6  767.0  13.7   9.2  74.1   13.4    8.9  16.1 236.5   3.3  -95.768  40.324 999.0 999.0  2302.9 99.0 99.0 99.0 99.0 99.0 99.0
 578.6  766.7  13.7   9.2  73.9   13.4    8.9  16.1 236.4   3.4  -95.768  40.324 999.0 999.0  2306.3 99.0 99.0 99.0 99.0 99.0 99.0
 579.6  766.4  13.7   9.1  73.6   13.5    9.0  16.2 236.3   3.4  -95.767  40.324 999.0 999.0  2309.7 99.0 99.0 99.0 99.0 99.0 99.0
 580.6  766.1  13.7   9.0  73.4   13.5    9.0  16.2 236.3   3.3  -95.767  40.324 999.0 999.0  2313.0 99.0 99.0 99.0 99.0 99.0 99.0
 581.6  765.8  13.6   9.0  73.2   13.5    9.0  16.2 236.2   3.4  -95.767  40.324 999.0 999.0  2316.4 99.0 99.0 99.0 99.0 99.0 99.0
 582.6  765.5  13.6   8.9  73.0   13.4    9.1  16.2 236.0   3.3  -95.767  40.324 999.0 999.0  2319.7 99.0 99.0 99.0 99.0 99.0 99.0
 583.6  765.2  13.6   8.9  72.9   13.5    9.1  16.3 235.9   3.3  -95.767  40.325 999.0 999.0  2323.0 99.0 99.0 99.0 99.0 99.0 99.0
 584.6  764.9  13.6   8.8  72.8 9999.0 9999.0 999.0 999.0   3.2 9999.000 999.000 999.0 999.0  2326.2 99.0 99.0 99.0  9.0  9.0 99.0
 585.6  764.6  13.6   8.8  72.7 9999.0 9999.0 999.0 999.0   3.3 9999.000 999.000 999.0 999.0  2329.5 99.0 99.0 99.0  9.0  9.0 99.0
 586.6  764.3  13.6   8.8  72.6 9999.0 9999.0 999.0 999.0   3.3 9999.000 999.000 999.0 999.0  2332.8 99.0 99.0 99.0  9.0  9.0 99.0
 587.6  764.0  13.5   8.7  72.5 9999.0 9999.0 999.0 999.0   3.3 9999.000 999.000 999.0 999.0  2336.1 99.0 99.0 99.0  9.0  9.0 99.0
 588.6  763.7  13.5   8.7  72.5 9999.0 9999.0 999.0 999.0   3.3 9999.000 999.000 999.0 999.0  2339.4 99.0 99.0 99.0  9.0  9.0 99.0
 589.6  763.4  13.5   8.7  72.4   13.4    9.5  16.4 234.8   3.3  -95.766  40.325 999.0 999.0  2342.7 99.0 99.0 99.0 99.0 99.0 99.0
 590.6  763.1  13.5   8.6  72.4 9999.0 9999.0 999.0 999.0   3.3 9999.000 999.000 999.0 999.0  2346.0 99.0 99.0 99.0  9.0  9.0 99.0
 591.6  762.8  13.4   8.6  72.4   13.3    9.6  16.4 234.3   3.4  -95.766  40.325 999.0 999.0  2349.4 99.0 99.0 99.0 99.0 99.0 99.0
 592.6  762.5  13.4   8.6  72.3   13.3    9.6  16.4 234.1   3.3  -95.765  40.325 999.0 999.0  2352.7 99.0 99.0 99.0 99.0 99.0 99.0
 593.6  762.2  13.4   8.6  72.3   13.2    9.6  16.3 233.8   3.3  -95.765  40.325 999.0 999.0  2356.0 99.0 99.0 99.0 99.0 99.0 99.0
 594.6  761.9  13.4   8.5  72.3   13.1    9.7  16.3 233.5   3.3  -95.765  40.325 999.0 999.0  2359.3 99.0 99.0 99.0 99.0 99.0 99.0
 595.6  761.6  13.3   8.5  72.3   13.0    9.8  16.3 233.1   3.3  -95.765  40.326 999.0 999.0  2362.6 99.0 99.0 99.0 99.0 99.0 99.0
 596.6  761.3  13.3   8.5  72.3 9999.0 9999.0 999.0 999.0   3.2 9999.000 999.000 999.0 999.0  2365.8 99.0 99.0 99.0  9.0  9.0 99.0
 597.6  761.0  13.3   8.4  72.2   12.9    9.9  16.3 232.5   3.2  -95.765  40.326 999.0 999.0  2369.0 99.0 99.0 99.0 99.0 99.0 99.0
 598.6  760.7  13.3   8.4  72.2   12.8   10.0  16.2 232.1   3.2  -95.764  40.326 999.0 999.0  2372.2 99.0 99.0 99.0 99.0 99.0 99.0
 599.6  760.4  13.2   8.4  72.2   12.7   10.0  16.2 231.8   3.2  -95.764  40.326 999.0 999.0  2375.4 99.0 99.0 99.0 99.0 99.0 99.0
 600.6  760.1  13.2   8.3  72.1   12.7   10.1  16.2 231.4   3.1  -95.764  40.326 999.0 999.0  2378.5 99.0 99.0 99.0 99.0 99.0 99.0
 601.6  759.9  13.2   8.3  72.1   12.5   10.1  16.1 231.1   3.0  -95.764  40.326 999.0 999.0  2381.5 99.0 99.0 99.0 99.0 99.0 99.0
 602.6  759.6  13.2   8.3  72.0   12.5   10.2  16.1 230.8   3.0  -95.764  40.326 999.0 999.0  2384.5 99.0 99.0 99.0 99.0 99.0 99.0
 603.6  759.3  13.1   8.3  72.0   12.4   10.3  16.1 230.4   3.0  -95.764  40.326 999.0 999.0  2387.5 99.0 99.0 99.0 99.0 99.0 99.0
 604.6  759.1  13.1   8.2  71.9   12.3   10.3  16.0 230.1   2.9  -95.764  40.326 999.0 999.0  2390.4 99.0 99.0 99.0 99.0 99.0 99.0
 605.6  758.8  13.1   8.2  71.8   12.2   10.3  16.0 229.8   2.9  -95.763  40.326 999.0 999.0  2393.3 99.0 99.0 99.0 99.0 99.0 99.0
 606.6  758.6  13.1   8.1  71.8   12.2   10.4  16.0 229.5   2.9  -95.763  40.327 999.0 999.0  2396.2 99.0 99.0 99.0 99.0 99.0 99.0
 607.6  758.3  13.1   8.1  71.7   12.1   10.5  16.0 229.2   2.9  -95.763  40.327 999.0 999.0  2399.1 99.0 99.0 99.0 99.0 99.0 99.0
 608.6  758.0  13.0   8.1  71.6   12.1   10.5  16.0 229.0   3.0  -95.763  40.327 999.0 999.0  2402.1 99.0 99.0 99.0 99.0 99.0 99.0
 609.6  757.8  13.0   8.0  71.5   12.0   10.5  16.0 228.8   2.9  -95.763  40.327 999.0 999.0  2405.0 99.0 99.0 99.0 99.0 99.0 99.0
 610.6  757.5  13.0   8.0  71.4   12.0   10.6  16.0 228.6   3.1  -95.763  40.327 999.0 999.0  2408.1 99.0 99.0 99.0 99.0 99.0 99.0
 611.6  757.2  13.0   7.9  71.3   12.0   10.6  16.0 228.4   3.1  -95.763  40.327 999.0 999.0  2411.2 99.0 99.0 99.0 99.0 99.0 99.0
 612.6  756.9  12.9   7.9  71.1   12.0   10.7  16.1 228.3   3.2  -95.762  40.327 999.0 999.0  2414.4 99.0 99.0 99.0 99.0 99.0 99.0
 613.6  756.6  12.9   7.8  70.9   12.0   10.8  16.1 228.1   3.2  -95.762  40.327 999.0 999.0  2417.6 99.0 99.0 99.0 99.0 99.0 99.0
 614.6  756.3  12.9   7.7  70.7   12.0   10.8  16.2 228.0   3.3  -95.762  40.327 999.0 999.0  2420.9 99.0 99.0 99.0 99.0 99.0 99.0
 615.6  756.0  12.9   7.7  70.4   12.1   10.9  16.3 228.0   3.4  -95.762  40.327 999.0 999.0  2424.3 99.0 99.0 99.0 99.0 99.0 99.0
 616.6  755.7  12.9   7.6  70.1   12.1   10.9  16.3 227.9   3.4  -95.762  40.328 999.0 999.0  2427.7 99.0 99.0 99.0 99.0 99.0 99.0
 617.6  755.4  12.8   7.5  69.7   12.2   11.0  16.4 227.9   3.4  -95.762  40.328 999.0 999.0  2431.1 99.0 99.0 99.0 99.0 99.0 99.0
 618.6  755.1  12.8   7.4  69.2   12.2   11.1  16.5 227.9   3.5  -95.762  40.328 999.0 999.0  2434.6 99.0 99.0 99.0 99.0 99.0 99.0
 619.6  754.8  12.8   7.3  68.7 9999.0 9999.0 999.0 999.0   3.6 9999.000 999.000 999.0 999.0  2438.2 99.0 99.0 99.0  9.0  9.0 99.0
 620.6  754.4  12.8   7.1  68.1 9999.0 9999.0 999.0 999.0   3.6 9999.000 999.000 999.0 999.0  2441.8 99.0 99.0 99.0  9.0  9.0 99.0
 621.6  754.1  12.8   7.0  67.4 9999.0 9999.0 999.0 999.0   3.7 9999.000 999.000 999.0 999.0  2445.5 99.0 99.0 99.0  9.0  9.0 99.0
 622.6  753.8  12.8   6.8  66.7 9999.0 9999.0 999.0 999.0   3.8 9999.000 999.000 999.0 999.0  2449.3 99.0 99.0 99.0  9.0  9.0 99.0
 623.6  753.4  12.9   6.7  65.9   12.5   11.2  16.8 228.0   3.8  -95.761  40.328 999.0 999.0  2453.1 99.0 99.0 99.0 99.0 99.0 99.0
 624.6  753.1  12.9   6.5  65.1   12.6   11.3  16.9 228.0   3.8  -95.761  40.328 999.0 999.0  2456.9 99.0 99.0 99.0 99.0 99.0 99.0
 625.6  752.8  12.9   6.4  64.2   12.6   11.3  16.9 228.1   3.9  -95.761  40.328 999.0 999.0  2460.8 99.0 99.0 99.0 99.0 99.0 99.0
 626.6  752.4  12.9   6.2  63.3   12.6   11.3  16.9 228.1   3.8  -95.760  40.329 999.0 999.0  2464.6 99.0 99.0 99.0 99.0 99.0 99.0
 627.6  752.1  13.0   6.0  62.3   12.5   11.2  16.8 228.1   3.8  -95.760  40.329 999.0 999.0  2468.4 99.0 99.0 99.0 99.0 99.0 99.0
 628.6  751.7  13.0   5.8  61.4   12.5   11.2  16.8 228.1   3.7  -95.760  40.329 999.0 999.0  2472.1 99.0 99.0 99.0 99.0 99.0 99.0
 629.6  751.4  13.1   5.6  60.4   12.4   11.1  16.7 228.2   3.7  -95.760  40.329 999.0 999.0  2475.8 99.0 99.0 99.0 99.0 99.0 99.0
 630.6  751.1  13.1   5.4  59.5   12.4   11.1  16.6 228.2   3.6  -95.760  40.329 999.0 999.0  2479.4 99.0 99.0 99.0 99.0 99.0 99.0
 631.6  750.8  13.1   5.3  58.5   12.3   11.0  16.5 228.2   3.5  -95.760  40.329 999.0 999.0  2482.9 99.0 99.0 99.0 99.0 99.0 99.0
 632.6  750.5  13.2   5.1  57.6   12.2   10.9  16.4 228.3   3.5  -95.760  40.329 999.0 999.0  2486.4 99.0 99.0 99.0 99.0 99.0 99.0
 633.6  750.2  13.2   4.9  56.7   12.1   10.8  16.2 228.4   3.4  -95.759  40.329 999.0 999.0  2489.8 99.0 99.0 99.0 99.0 99.0 99.0
 634.6  749.9  13.3   4.7  55.8   12.1   10.6  16.1 228.6   3.3  -95.759  40.329 999.0 999.0  2493.1 99.0 99.0 99.0 99.0 99.0 99.0
 635.6  749.6  13.3   4.5  55.0   12.1   10.5  16.0 228.9   3.4  -95.759  40.329 999.0 999.0  2496.5 99.0 99.0 99.0 99.0 99.0 99.0
 636.6  749.3  13.3   4.4  54.2   12.0   10.3  15.8 229.2   3.4  -95.759  40.330 999.0 999.0  2499.9 99.0 99.0 99.0 99.0 99.0 99.0
 637.6  749.0  13.4   4.2  53.5   12.0   10.2  15.7 229.6   3.4  -95.759  40.330 999.0 999.0  2503.3 99.0 99.0 99.0 99.0 99.0 99.0
 638.6  748.6  13.4   4.0  52.8   11.9   10.0  15.5 230.0   3.5  -95.759  40.330 999.0 999.0  2506.8 99.0 99.0 99.0 99.0 99.0 99.0
 639.6  748.3  13.4   3.9  52.2   11.9    9.8  15.4 230.6   3.5  -95.759  40.330 999.0 999.0  2510.3 99.0 99.0 99.0 99.0 99.0 99.0
 640.6  748.0  13.5   3.7  51.5   11.9    9.6  15.3 231.3   3.6  -95.758  40.330 999.0 999.0  2513.9 99.0 99.0 99.0 99.0 99.0 99.0
 641.6  747.7  13.5   3.6  50.9   12.0    9.3  15.2 232.1   3.5  -95.758  40.330 999.0 999.0  2517.4 99.0 99.0 99.0 99.0 99.0 99.0
 642.6  747.4  13.5   3.5  50.3   12.1    9.1  15.1 233.0   3.6  -95.758  40.330 999.0 999.0  2521.0 99.0 99.0 99.0 99.0 99.0 99.0
 643.6  747.1  13.5   3.3  49.7   12.2    8.9  15.1 233.9   3.6  -95.758  40.330 999.0 999.0  2524.6 99.0 99.0 99.0 99.0 99.0 99.0
 644.6  746.8  13.6   3.2  49.2   12.4    8.7  15.1 234.9   3.6  -95.758  40.330 999.0 999.0  2528.2 99.0 99.0 99.0 99.0 99.0 99.0
 645.6  746.4  13.6   3.1  48.7   12.5    8.4  15.1 236.0   3.5  -95.758  40.330 999.0 999.0  2531.7 99.0 99.0 99.0 99.0 99.0 99.0
 646.6  746.1  13.6   2.9  48.2   12.7    8.2  15.1 237.1   3.6  -95.758  40.330 999.0 999.0  2535.3 99.0 99.0 99.0 99.0 99.0 99.0
 647.6  745.8  13.6   2.8  47.7   12.9    8.0  15.2 238.2   3.5  -95.757  40.330 999.0 999.0  2538.8 99.0 99.0 99.0 99.0 99.0 99.0
 648.6  745.5  13.6   2.7  47.3   13.2    7.8  15.3 239.3   3.6  -95.757  40.330 999.0 999.0  2542.4 99.0 99.0 99.0 99.0 99.0 99.0
 649.6  745.2  13.7   2.6  47.0   13.4    7.6  15.4 240.4   3.5  -95.757  40.331 999.0 999.0  2545.9 99.0 99.0 99.0 99.0 99.0 99.0
 650.6  744.9  13.7   2.5  46.6   13.6    7.4  15.5 241.4   3.6  -95.757  40.331 999.0 999.0  2549.5 99.0 99.0 99.0 99.0 99.0 99.0
 651.6  744.5  13.7   2.5  46.4   13.8    7.3  15.6 242.3   3.6  -95.757  40.331 999.0 999.0  2553.1 99.0 99.0 99.0 99.0 99.0 99.0
 652.7  744.2  13.7   2.4  46.1   14.0    7.1  15.7 243.3   3.5  -95.757  40.331 999.0 999.0  2557.0 99.0 99.0 99.0 99.0 99.0 99.0
 653.7  743.9  13.7   2.3  45.9   14.2    6.9  15.8 244.1   3.5  -95.756  40.331 999.0 999.0  2560.5 99.0 99.0 99.0 99.0 99.0 99.0
 654.7  743.6  13.7   2.3  45.7   14.4    6.8  15.9 244.8   3.5  -95.756  40.331 999.0 999.0  2564.0 99.0 99.0 99.0 99.0 99.0 99.0
 655.7  743.3  13.7   2.2  45.5   14.5    6.7  16.0 245.4   3.5  -95.756  40.331 999.0 999.0  2567.5 99.0 99.0 99.0 99.0 99.0 99.0
 656.7  743.0  13.7   2.2  45.4   14.6    6.5  16.0 246.0   3.3  -95.756  40.331 999.0 999.0  2570.8 99.0 99.0 99.0 99.0 99.0 99.0
 657.7  742.7  13.7   2.1  45.2   14.7    6.4  16.0 246.5   3.3  -95.756  40.331 999.0 999.0  2574.1 99.0 99.0 99.0 99.0 99.0 99.0
 658.7  742.4  13.7   2.1  45.1   14.7    6.3  16.0 246.9   3.1  -95.756  40.331 999.0 999.0  2577.2 99.0 99.0 99.0 99.0 99.0 99.0
 659.7  742.1  13.7   2.0  44.9   14.8    6.2  16.0 247.3   3.1  -95.755  40.331 999.0 999.0  2580.3 99.0 99.0 99.0 99.0 99.0 99.0
 660.7  741.9  13.7   1.9  44.7   14.8    6.1  16.0 247.6   3.1  -95.755  40.331 999.0 999.0  2583.4 99.0 99.0 99.0 99.0 99.0 99.0
 661.7  741.6  13.7   1.9  44.6   14.7    6.0  15.9 247.9   3.0  -95.755  40.331 999.0 999.0  2586.4 99.0 99.0 99.0 99.0 99.0 99.0
 662.7  741.3  13.6   1.8  44.4   14.7    5.9  15.8 248.1   3.1  -95.755  40.331 999.0 999.0  2589.5 99.0 99.0 99.0 99.0 99.0 99.0
 663.7  741.1  13.6   1.8  44.2   14.6    5.8  15.7 248.3   3.0  -95.755  40.331 999.0 999.0  2592.5 99.0 99.0 99.0 99.0 99.0 99.0
 664.7  740.8  13.6   1.7  44.0   14.5    5.7  15.6 248.5   3.0  -95.755  40.331 999.0 999.0  2595.5 99.0 99.0 99.0 99.0 99.0 99.0
 665.7  740.5  13.6   1.6  43.8 9999.0 9999.0 999.0 999.0   3.0 9999.000 999.000 999.0 999.0  2598.5 99.0 99.0 99.0  9.0  9.0 99.0
 666.7  740.3  13.6   1.6  43.6   14.4    5.6  15.4 248.8   3.0  -95.754  40.332 999.0 999.0  2601.5 99.0 99.0 99.0 99.0 99.0 99.0
 667.7  740.0  13.6   1.5  43.3   14.3    5.5  15.3 248.9   3.1  -95.754  40.332 999.0 999.0  2604.6 99.0 99.0 99.0 99.0 99.0 99.0
 668.7  739.7  13.7   1.4  43.1   14.2    5.4  15.2 249.0   3.2  -95.754  40.332 999.0 999.0  2607.8 99.0 99.0 99.0 99.0 99.0 99.0
 669.7  739.5  13.7   1.4  42.9   14.1    5.4  15.1 249.1   3.1  -95.754  40.332 999.0 999.0  2610.9 99.0 99.0 99.0 99.0 99.0 99.0
 670.7  739.2  13.7   1.3  42.7   14.0    5.3  15.0 249.3   3.2  -95.754  40.332 999.0 999.0  2614.1 99.0 99.0 99.0 99.0 99.0 99.0
 671.7  738.9  13.7   1.3  42.5   14.0    5.3  15.0 249.4   3.2  -95.753  40.332 999.0 999.0  2617.3 99.0 99.0 99.0 99.0 99.0 99.0
 672.7  738.6  13.7   1.2  42.3   14.0    5.2  14.9 249.5   3.3  -95.753  40.332 999.0 999.0  2620.6 99.0 99.0 99.0 99.0 99.0 99.0
 673.7  738.3  13.7   1.2  42.1   14.0    5.2  14.9 249.7   3.3  -95.753  40.332 999.0 999.0  2623.9 99.0 99.0 99.0 99.0 99.0 99.0
 674.7  738.0  13.7   1.1  42.0   14.0    5.1  14.9 249.8   3.4  -95.753  40.332 999.0 999.0  2627.3 99.0 99.0 99.0 99.0 99.0 99.0
 675.7  737.7  13.7   1.1  41.8   14.1    5.2  15.0 249.9   3.3  -95.753  40.332 999.0 999.0  2630.6 99.0 99.0 99.0 99.0 99.0 99.0
 676.7  737.4  13.7   1.0  41.7   14.1    5.1  15.0 250.1   3.4  -95.753  40.332 999.0 999.0  2634.0 99.0 99.0 99.0 99.0 99.0 99.0
 677.7  737.1  13.7   1.0  41.6   14.2    5.1  15.1 250.2   3.3  -95.752  40.332 999.0 999.0  2637.3 99.0 99.0 99.0 99.0 99.0 99.0
 678.7  736.9  13.7   1.0  41.5   14.2    5.1  15.1 250.4   3.4  -95.752  40.332 999.0 999.0  2640.7 99.0 99.0 99.0 99.0 99.0 99.0
 679.7  736.6  13.7   0.9  41.3   14.3    5.0  15.2 250.6   3.3  -95.752  40.332 999.0 999.0  2644.0 99.0 99.0 99.0 99.0 99.0 99.0
 680.7  736.3  13.7   0.9  41.2   14.4    5.1  15.3 250.7   3.2  -95.752  40.332 999.0 999.0  2647.2 99.0 99.0 99.0 99.0 99.0 99.0
